

,,25,0,,0,,0
,,142,0,,0,,4
,,318,0,,0,,12
,,582,0,,0,,25
,,978,0,,0,,63
,,1572,0,,0,,86
,,2463,0,,0,,140
,,3799,0,,0,,230
,,5803,0,,0,,383
,,8809,0,,0,,685
,,13318,0,,0,,975
,,20082,0,,0,,2757
,,30228,0,,0,,2605
,,45447,0,,0,,3575
,,68275,0,,0,,4658
,,102517,0,,0,,9261
,,153880,0,,0,,24676
,,230925,0,,0,,31410
,,346492,0,,0,,85715
,,519843,0,,0,,81997
